author,rating,date,review_text
Самал Мүсілім,5,3 июля 2023,Все отлично 😍👍
Гулим Толеген,5,3 июля 2023,"Официант Райымбек өте жақсы бала, ұқыпты. Барлығын уақытылы алып келіп отырды. Тағамдары дәмді👍"
Дамира Атабаева,5,2 июля 2023,"Отмечали здесь получение диплома 29.06.23 человек 20. Все заказы по меню принесли свежими и особенно баурсаки были еще горячие😍 заказали на компанию метровый шашлык, очень вкусный был. Нет никаких претензий к кухне и оюслуживаний, посидели уютно и весело. Счет на 20человек вышел около 100тыс, но все обьелись и еще домой забрали. С собой принесли фрукты и торт, все без проблем помыли и разложили. Обслуживал и выполнял все капризы официант Бексултан, ему отдельная благодарность🙌🏻"
Диана Диана,1,"2 июля 2023, отредактирован","Самая худшая точка!!!! Ужасно!!!!
Не ходите! Пересолены блюда. Даже не извинились! Не заменили на другое блюдо. Официантов не докричатся. Обслуживание ужасное!!!! Еще уговаривают не писать отзывы! Не ходите время убьете и голодные останетесь"
Inessa Kim,5,1 июля 2023,Были с семьей сегодня. Очень классное место очень вкусные блюда. Советую посетить. Тихое красивое место. Официант Райымбек очень классный парень. Все приносил во время встретил нас с улыбкой. Приветливый парень. Молодец 👍
Magamed Rahmudinov,5,1 июля 2023,"Был в Шафране Темное место блюдо Тема
Советую Всем !!!
Официанты Хорошие Прикольные
Обслуживание темное
За такой лагман любого воткнул бы"
Канат Сейдахметов,5,1 июля 2023,"Керемет,оте дамди"
Zhanel 🎰,5,1 июля 2023,Официантка Эльнара Қызмет көрсету өте керемет❤️
Мунира Ахмаджанова,5,1 июля 2023,"Классное место , отличная еда
Обслуживание на высшем уровне , особенно официант Аида , настолько хорошо обслужила что хочется возвращаться еще и еще
Всем советую прийти и отдохнуть своей семьей или коллективом 🥰"
Ulan Akimbekov,5,1 июля 2023,Хорошая обслуживание и вкусная еда 😋
Амих Х,5,30 июня 2023,Классное кафе топ очень хорошие официанты особенно тот с брекетами незнаю имени и светлые волосы у него работает отлично даже спросил после обеда как всё прошло понравилось или нет👍👍👍
Mukhtar,5,29 июня 2023,"Лагман кайф, прийду еще"
PAPE LANMOU,3,28 июня 2023,"Почему в других филиалах готовят ужасный лагман?! Только здесь вкусно, мясо мягкое а не жесткое как в других филиалах, исправьте пожалуйста."
Аружан Саду,1,27 июня 2023,Ужасное обслуживание ((
Nezlitemenya Nezlitemenya,5,27 июня 2023,"Приветствую всех любителей вкусно поесть. Вчера встречала сестрёнку с дороги, до её прибытия нужно было быстро найти где вкусно поесть, так как было время позднее почти все везде закрылось (. И вот натолкнулась на Shafran, решили туда пойти и не пожалели. Очень вежливый персонал. Быстро принесли весь заказ и все было очень и очень вкусно. Нас обслуживала девочка по имени Жанар. Жанарочка большое тебе спасибо , ты прям сразу с полуслова поняла меня все что я хотела. Качество и сервис вышка. Побольше вам лояльных гостей и процветания!"
Nursultan Muratbekuly,5,25 июня 2023,Очень вкусно кухня классная обслуживание на уровне
Dinara Bektaeva,4,25 июня 2023,Шафран кафесіне рахмет тағамдары өте дәмді официант Санжар деген бала сүйкімді әрі пысық бала тамақты тез әкеп адамдарды өзіне баурап алады .Енді жиі келіп тұрамыз
Аяжан Айдар,5,"25 июня 2023, отредактирован","Мне очень нравится это заведение, все вкусно и чисто. Официант Санжар быстро все организовал, тут отличное обслуживание👍"
Мадина Мусаева,5,25 июня 2023,"Рахмет все супер, и еда , и обслуживание . Официант Санжар молодец, очень приветливый👍"
Айдоха Хан,5,25 июня 2023,Отте керемет заведение. Тамактары отте дамди Санжар деген даяшыга рахмет сыпайы ари жылдам ари таза
Lashes.guleka Bodaubayeva,5,"25 июня 2023, отредактирован",Тамактары өте дәмді.Санжарга рахмет өте сыпайы жаксы обслуживание жасады.
Bayasha Bayasha,2,22 июня 2023,"Обслуживание жаксы, бирак мнау мохито ендт дамин айта алмайм, ужаской, вообще ише алмадык🥵🥵🥵"
Ereke Nurgozhaev,5,20 июня 2023,Оте конак жаилы даяшы сыпаи турде кызмет корсетти биз отбасымызбен барганбыз оте жаксы тамактары дамди бари жаксы болды
A Мак,1,20 июня 2023,"Самая худшая точка во всём городе. Первый раз был там, заказывал чечевичный суп с курицей. Принесли чечевичный суп с какой то консервированной копчёнкой а не курица. Был во второй раз, заказал цомян с чесночным хлебом. Принесли набор из разогретых заготовок и тонко нарезанный батон, поджаренный на масле. Приходилось постоянно привлекать внимание официантов, чтобы попросить меню или принести счет."
Sajad Mirzayee,5,19 июня 2023,Кайф ко каааайф
Fari Fari,5,17 июня 2023,"Обслуживание очень понравилось, спасибо официанту Бексултану🤗"
Aidana Nurmanova,5,17 июня 2023,Очень уютное место👍Всё было очень вкусно 🤗 Хороший персонал🔥Всем советую🎉
Данис Набиуллин,5,17 июня 2023,"Очень уютно, вкусно и недорого. Рахмет"
Дауренбек Серіков,5,15 июня 2023,"Круто👍🏻😋
Вкусно"
Кирилл Доскалиев,5,15 июня 2023,Самые вкусные бауырсаки в городе! Самое лучшее обслуживание!!! Рахмет за такой сервис и обслуживание
timirisup4ikk 😜,5,14 июня 2023,"Было оооочень вкусно😋 Обслуживание тоже очень понравилось, официанты очень милые и услужливые🫶🏻 Само кафе очень красивое и уютное, не жарко и не холодно, посидеть с компанией друзей или семьи самое то😍 Заказ готовят быстро, порции очень большие и сытные. На 4 людей чек вышел 23к, ( на фото не вся еда) , цена стоит того👍🏻"
Aru Zhambyl,5,14 июня 2023,"Very cool, very delicious! thanks for service🫱🏻‍🫲🏼👍"
Никто Никак,5,13 июня 2023,"Раньше, когда часто заходили в Шафран, было ужасное обслуживание но вкусная еда. Последний год заказывала только доставку, чтобы не приходить в это место.
Но недавно все таки зашли и я была приятно удивлена. Видать поменяли администратора, и все просто великолепно. Официанты очень вежливые, работают быстро и шустро. Еда по прежнему такая же вкусная.
В общем, за последние год, Шафран изменился в лучшую сторону!!!"
Тимур Нур-Шарип,5,12 июня 2023,"Уже как 5лет прошло
Мы не меняем наше заведение!!!!
Всё на высшем уровне! Как и всегда
Отдельное спс Администратору за тёплый приём
И официанту Димашу
Всё оперативно все было вкусно!!!!"
Ogultagan Nazlyyewa,1,12 июня 2023,орын жок деп артына жибереди меню бермейди хешкии
Aknur Tassybekova,1,11 июня 2023,"Специально позвонила узнать есть ли игровая. Сказала что малышу 2г, сказали да ему будет интересно. По факту вместо игровой грязная ужасная комната с обломками игрушек. Заказали шашлык, баранина жесткая, невкусная, лимонад клубника маракуйя, просто минералка разбавленная краской. Вообщем не советую посещать это место. Еще пошел дождь сели под навесом на летке, навес весь в дырках, дождь накапал и на посуду и на нас"
Ипара Мусалимова,5,6 июня 2023,"Были вчера у вас,все было очень вкусно 🤤Официант Дамир мастер своего дела 🌸💕"
Зайцева Юлия,5,"4 июня 2023, отредактирован","Очень вкусный лагман, сочный, огромные порции, хорошая баранина, без жилок, жира и костей. Адекватное соотношение цены и качества. Чуткий отзывчивый персонал, ненавязчивое, но своевременное обслуживание."
Aida Kanatbekovna,5,1 июня 2023,Прекрасный вечер провели с детьми нас обслуживал официант Аслан идеальный быстрый парень вообще молодец как у себя дома ждёт гостей с уважением огромное спасибо золотце желаю удачи в жизни будь счастлив красавчик!!! Спасибо вам огромное Шафран всегда вкусно удачи вам!!!😘👍❤️
Анара Кайрбекова,5,1 июня 2023,"Официант Толеген просто молодец, профессионал своего дела, очень довольные👍🏻👍🏻👍🏻"
Айкон Абаева,1,19 мая 2023,"Ужасный персонал ждали 20мин пока принесут меню, еще 40мин когда принесут заказ. Официанты обсуждали свои проблемы.
Не рекомендую это место"
Жанболат Т,5,19 мая 2023,Приехали пообедать . Было вкусно и прохладно. 👍
Айнур Баймолда,1,"11 мая 2023, отредактирован","Никогда не дозвонишься, ватсап не отвечают и не перезванивают .
Оперативности нет, ноль"
Жансая Кусаин,1,6 мая 2023,"Пришли в кафе в 2:30,не поздоровались не встретили ,как поели не убрали со стола даже ,официант не хотя принимал заказ ,не понимаю зачем он работает если у него нет желания лишние движения делать,отстой"
Dana Sabitovna,5,4 мая 2023,Жанарга улкен рахмет!!! Керемет кыз 👍☆☆☆☆☆👍 тамактары оте дамди коп рахмет сиздерге👍
Fariza Userbay,5,4 мая 2023,"04.05.2023 күні Яссауиде Шафранда қонақта болдық 116 тапчанда. Қызмет көрсету сапасы өте жақсы,ұнады,бәрі тамаша...Оф Мұхаметжанға көп рахмет жұмысың өте жақсы атқарды..😍😍😍"
Жанара Бегимова,5,"2 мая 2023, отредактирован","Заказывала себе еду на доставку. На звонок ответили с первого раза. Разговаривали очень приветливо. На удивление и доставили быстро. Еда вкусная. Чебуреки с хрустящей корочкой таяли во рту. Манты отменные. И котлеты по домашнему заказывала. Детям понравилось. Советую, не пожалеете!✨✨"
Анар Абдибек,5,2 мая 2023,Бүгін отбасымызбен отырып қайттық тамақтары өте дәмді. Қызметтеріде керемет. Шафран командасына рахмет. 👍👍👍👍👍👍👍👍
Anuar Ibragimov,5,2 мая 2023,"Хорошее заведение, приветливые официанты и так же хорошее обслуживание, вкусные десерты чаи и лимонады, порции хорошие, шашлык тает во рту вообщем и целом 5 звёзд, заведение супер"
Адилбек Дуйсеналы,5,2 мая 2023,Отличные место очень понравилось 👍👍
NS,5,2 мая 2023,Тамақтары өте дәмді👍барып дәмін татып көруге кеңес берем✊
Ринат Байжанов,5,2 мая 2023,"Был сегодня именно в этом Шафране,очень понравился интерьер особенно тобчаны чистые нет никаких лишних запахов,классно посидели,очень вкусно покушали😋, спасибо официантке которая обслуживала нас сегодня зовут Анара если я не ошибаюсь,спасибо ставлю 5звезд ,теперь я ваш постоянный клиент)"
Aigerim Dutbayeva,2,30 апреля 2023,"Гош нан приготовили из испорченного мяса. Тесто и жусай все хорошо приготовлено, но мясо с запашком все испортило. Имбирный чай не добавили мёд либо сахар, это просто кипяток с имбирем. А так лагман был вкусный"
Магжан Мусабалинов,5,28 апреля 2023,Обслуживание на высшем уровне! Спасибо персоналу. Везде чисто уютно. Теперь каждый день будем у вас именно обедать. Магжан.
Диана А,5,27 апреля 2023,"Отличное место, уютная обстановка,вежливый персонал,прекрасное исполнение блюд,все очень вкусно! Отдельное спасибо официантам за качественное обслуживание,теперь только к вам☺️"
Oren Daulrthan,5,27 апреля 2023,"Тамақтары өте дәмді,стейктері мошныйй.стейк жеуге кеңес беремін 🤤🤤 и еще коктейль"
Нурсауле Пернебек,5,27 апреля 2023,"Были сегодня на ужин. Заказы пришли быстро, все вкусно, официант хорошо обслужил. Сидели мы в летнике, там тоже очень уютно, чисто опрятно. Рекомендую."
Сергей Е,1,"25 апреля 2023, отредактирован","Долгая подача еды, 40 минут ждали !"
Maxim Belichenko,1,24 апреля 2023,"Были 24.04.23 пришли в 12.45 заказали сырне, суп с лососем, фри с мясом и Лагман, суп принесли быстро, а вот остальное ждали около часа, фри и лагман принесли спустя час, сырне принесли когда мы уже попроси счет, и сырне на картинке и по факту разные блюда от слова совсем. Не рекомендую посещать данное заведение, просто ужас. Ладно бы еще вкусно было, лагман был совсем никакой, фри тоже, сырне даже не стали пробовать."
Timson's Madrid,5,"23 апреля 2023, отредактирован",Тамақтары өте дәмді!
Илияс Маратов,2,22 апреля 2023,Заказали 4 порции лагиана. Ждем уже больше часа. Так и не принесли! Админ свяжитесь со мной
Alima Bekbenbetova,1,20 апреля 2023,"Ақшасын төлеп, бронь қалдырып едік, кішкентай баламызбен суықта 1 сағат күтіп, кіре алмадық😡"
Асхат Султанов,5,18 апреля 2023,"Құрметті Шафран ұжымы жұмыстарыңызға рақмет! істеріңіздің берекесін берсін. Ауызашарға барып тамақтанған болатынбыз тамақтары дәмді екен. Пицца, лагмандар супееер. Қызмет көрсеткен офицант Нуртилеуге де рақмет. Өзінің жұмысын тиянақты орындап, адаммен жақсы байланыс ұстай алады екен👍🏻"
raim nagidullaev,5,18 апреля 2023,"Өте жақсы заведение екен, бәрі дәмді! Обслуживание өте керемет, офицанты вежливые! Особенно маған Нұртілеу деген официант баланың жұмысы ұнады, табысты болыңыздар, істеріңізге береке берсін"
Dias,5,"18 апреля 2023, отредактирован",Оте керемет! Тапчаны таза. Обслуживание жогары денгейде. Тамактары дамды жане кол жетымды! Аяулым деген даяшынын жумысы унады!
Анон Анон,5,18 апреля 2023,"Отличный персонал, тапчан отменный! Официантка Аяулым очень отзывчивая и шустрая🤌👍"
Jason Backham,5,"18 апреля 2023, отредактирован","Обслуживание на высшем уровне. Официанты классные, работают быстро, четко. Каждую неделю посещаем с друзьями. Особенную благодарность хочу передать официантке Аяулым, очень добрая и обслужила как следует. Оценил бы 1000/10, но 2гис не позволяет❤️
Еда очень вкусная и горячая"
Kd Wall,5,"18 апреля 2023, отредактирован",Оте жаксы обслуживание! Особенно Аяулым деген официантка
Рабига Аманжанова,5,"17 апреля 2023, отредактирован",87766601666 хотела забронировать тапчан на 6чел.Дайте обратную связь пожалуйста никто не позвонил
Нуру Алиев,5,"16 апреля 2023, отредактирован","Очень приятная атмосфера, спасибо Земфире за прекрасное обслуживание."
Gee,3,16 апреля 2023,"Шашлык баранина мягкий, но много жира. Размер средний."
Диар Кусанов,1,16 апреля 2023,ЖДАЛИ ЗАКАЗ 1 час и все еще не дождались ФУ ФУ ФУ
Молдир Чамшиева,1,16 апреля 2023,"Капец, зачем телефон выставляете? 100 раз звонила и не дозвонилась"
Gairat M,1,16 апреля 2023,"Слишком зазнались либо не берут трубку , либо не хотят принимать бронь , а ведь раньше мне очень нравилось это заведение эхх минус рейтинг в вашу сторону Шафран."
Шолпан Асхатовна,5,15 апреля 2023,Здравствуйте. Как забронировать тапчан? Не могу дозвониться
Женыс Шынтасов,5,15 апреля 2023,"Ассаламағалйкум баршаға Шафыран яссауй кафесының кухниясы өте дәмді админстратыры өте тамаша офисанттары өте жылдам қызыметтеры адам сүисінерлік
Бүгін аузашар ашуға бардым быздын ыстолға қараған Елдос атты офисант өте тамаша қызымет жасады сыздерге Алла разы болсын өте керемет екен барлық қызыметтерынызге үлкен үлкен рахмет"
Saltanat Saltanat,5,15 апреля 2023,"Оте дамди, Жанарга коп рахмет, обслуживание, тамактары дамди керемет кызмет корсетти!!!"
Charlotte 9,1,14 апреля 2023,Как до вас дозвониться? Уже 2 часа не могу дозвониться и забронировать столик!
Гульбахыт Хамитова,1,"14 апреля 2023, отредактирован","Не берут трубку, вообще вечно занято 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️
Не могла дозвониться"
Батырхан Нуратдинов,5,"14 апреля 2023, отредактирован",кухня топ👍
Турсынай Кожалимова,5,14 апреля 2023,Уютная атмосфера 🥰 все вкусно😋 сервис на высшем уровне! все понравилось👍 официанты молодцы! Теперь только к вам ☺️
Ayaulym Kanybetova,5,14 апреля 2023,"Очень хорошое обслуживание , милые персоналы. Было очень вкусно и приятно чисто 👍🏻 Отдельное спасибо персоналом💖"
Айзада Омаржанова,5,13 апреля 2023,"Салеметсиздер ме! Кеше ауыз ашарда болдык, бари кушти дамди болды, официанттар оте карапайым. Бизди Гулсим деген кыз обслуживать етти 🤗Рахмет"
Askar Parmanbekov,2,13 апреля 2023,"По указанным номерам не дозвониться, хотел на сегодня стол забронировать. 87026775793 перезвоните"
Мерей Абдикеримов,5,13 апреля 2023,"Обслуживание 100% Очень вкусно мне очень понравилось, спасибо персоналу.👍👍👍"
Нурсултан Кенеханов,5,13 апреля 2023,Ауыз ашарга барып едик от басымызбен асханасы керемет екен унады рахмет
Karina D.,1,"13 апреля 2023, отредактирован","Заказали доставку с этого филиала. Еду привезли быстро, спасибо Глово. Открыв крышку контейнера с салатом я обнаружила длинный чёрный волос, аппетит был испорчен, ни к чему больше притрагиваться желания не возникло. Звонила по всем 3 номерам заведения, трубку не берут. Разочарована."
Maksat Doskozha,5,13 апреля 2023,"Маған тамақтар ұнады, офицанты өте сыпайы барлығын тез орындауға тырысып жүр! Нұртілеу хароош!"
Лаура Рахым,5,"12 апреля 2023, отредактирован","Вкусная еда, отличное обслуживание.👍 У нас был манты, плов отменный вкус. Тагы келемиз🫶Спасибо Батыру🙂"
Nazerke Taubaeva,1,12 апреля 2023,Неге телефонга жауап бермейсиздер?
Assel .,1,"11 апреля 2023, отредактирован",Зачем вам телефон если не отвечаете.
Nazik Aktayeva,5,10 апреля 2023,"Как дозвониться в этот филиал, целый день никто не отвечает"
Marcus Show,1,9 апреля 2023,"Испортили весь вечер(( принесли еду через 50 минут, а про напитки вообще забыли
Умоляли принести счет
Над сервисом еще работать и работать"
Sel Er,1,"9 апреля 2023, отредактирован","На ифтар Еду принесли через 40 минут. А чай через час. Еда теплая и невкусная. Официантка грубая, орет, как будто бесплатно кушаем.Больше сюда ни ногой"
ᴀʟɪ_ ʏᴛ,1,9 апреля 2023,"Я не люблю оставлять отзывы, но это уже вышло за рамки.
всей семьей пришли на ифтар, а еду принелси через 40—50 минут после открытия рта. Еда ужасная, теплая. Официантка грубая. Нежнаю почему оставляют хорошие отзывы здесь.
НО ЗДЕСЬ МЫ ПОСЛЕДНИЙ РАЗ!!!"
Сагыныш Тохтамыс,1,9 апреля 2023,"заказали еду заранее на ифтар, ждали минут 30-35,очень долго, попросила соль, пока дождалась соли суп остыл, хотела купить мороженое, мне в ответ сказали, что нету времени"
..... .,1,9 апреля 2023,Ауыз ашарға келгенбіз 1 күн бұрын брон жасап тамағымыз 40 минуттан кейін зорға келді енді көрмегенім осы шавран болсын!!!
Луна Luna,5,7 апреля 2023,"Пришли на ифтар с подругой без брони, сели на летнике, официанты, персонал не то что бегали а летали, такая быстрая подача без резерва столика, так вкусно все понравилось подруге с Астаны она очень привередливая🙏🏻
Отдельная благодарность официанту Батырали кажется или Батыр 🙏🏻
Советую всем!"
Huan Saliss,1,7 апреля 2023,"Раньше всегда ходили, было очень вкусно и быстро. Мы за день забронировали топчан на ифтар и сделали предзаказ горячего. Когда пришли заказали салаты и лимонады. Салаты более менее быстро принесли и лимонад. Но горячее несли 40 минут. Про одну девочку вообще забыли принесли ей только в 20:10 и холодное, есть она не стала, что и хорошо ведь остальные отравились. Салаты были тоже не вкусные. Салат с баклажанами оказался салат с кабачками. Но это все ничто по-сравнению с тем что все отравились !!"
Лола Мухтарова,5,7 апреля 2023,Менеджеру Серик отдельное спасибо) все было очень вкусно 😋
Arailym Makhambetova,3,3 апреля 2023,"Мало официантов. Заказали еду заранее на ифтар ждали 30-40минут ( потом попросили майонез, пока ждала майонеза манты остыл ("
Zhanna Nametova,5,2 апреля 2023,"Проводили ифтар на 20 человек. Все было очень вкусно, вовремя, быстро. Спасибо большое! Однозначно всем рекомендую к посещению👌🏼"
Diana Zhauzhurek,1,2 апреля 2023,3 номер де жауап бермейді
Аружан Нуралиева,5,31 марта 2023,Көп көп рахмет.. өте дәмді тағамдар мен көрсеткен қызметтеріңіз үшін❤️❤️Оф:(Шыңғысхан)
Albinaa Tashmetova,4,31 марта 2023,"Кафе өте кереметтт😍
Тамақтарының дәмдері тіпті күшті екен.
Ифтарға арналған керемет орын👏🏻👏🏻
Өте қатты ұнады🥰
Официанттарға айтарым (именно Шыңғысхан деген официант💕)👇🏻
Thank you so many times for your help ❤️‍🩹"
Manas Dzhanahmetov,5,30 марта 2023,"Обслуживание на уровне, хорошая кухня, приятная атмосфера, повару отделная звездачка"
A а,1,29 марта 2023,"перепутали все что можно было
сделали предзаказ все равно ничего не было готово
лимонад ждали целый час(на вкус как газировка с юпи)"
Mavluda Gaipova,1,29 марта 2023,"Пришли на ифтар, уже почти как час прошел многие блюда не принесли, перепутали блюдо с курицей и с рыбой."
Ajnura Dujsenova,4,28 марта 2023,Кухня на твердую 4
Sanzhar Oserbek,1,28 марта 2023,Очень долго просто пипец как долго
Айсулу Нуртазаева,1,26 марта 2023,"Добрый вечер! Обслуживание ужасно, на ауызашар заранее заказали блюда и столик, но видимо им это не знакома, еду принесли через 40-50 мин! Еда была теплой, а не горячей! Ладно на все бы глаза закрыли , если бы не курица на жаровне( курица в кляре с овощами пришла) но не как просто филе с овощами как положено! Либо думают что люди разницу не заметят?🤔 Меню ожидание и реальность 😡 не советую"
Almazkhan Ibn-Daarib,1,21 марта 2023,"Еда не как раньше😠цомян без вкусное мясо твёрдое,бауырсаки не свежие,очень пожалел что пришёл сюда,больше ни нагой,прежнего повара верните!"
Temirlan Myrzagalin,4,16 марта 2023,Неплохая кухня
Абиба Галибекова,5,16 марта 2023,"Все понравилось. Готовят очень вкусно, обслуживание хорошее"
Мадьяр Кипчак,1,11 марта 2023,Вода с накипью. Салат недоработаннй. Гуйру не вкусный с ватным мясом и несаежими овощами. Такой же салат на Толе би просто небо и земля. Все не доели. Официанта спросил на входе “у вас так же вкусно как в другом филиале?” - ответ был подозрительным -“Бұйыртса”😂
Tom and Jerry,5,2 марта 2023,"Анель барменша,озиде суйкимди чайыда облипиха сыда кушты,курметты конактар келседер танкаласиндар шайына😘😘"
Улжалгас Дуйсеналиева,5,25 февраля 2023,"Бүгін бізге қызмет корсеткен Махамбет баламызға алғыс айтқым келеді.Оз жұмысын ұқыпты,тиянақты атқарды.Кішіпейіл ,қарым-қатынаста әдептік танытты.Коңілімізден шықты,рахмет"
Нурай Пернебай,1,24 февраля 2023,"Ужасное заведение персонал ругались прямо в зале, еда тоже на вкус просто ужасное, заказали люля фарш с запахом, шампиньоны сырые, суп отвратительный на вкус. Больше не вернусь в это заведение"
Сабина Молдагалиева,5,20 февраля 2023,"Вкусно ,понравилось"
dariya a,5,19 февраля 2023,"Очень приятный официант, особенно Төлеген агай создал приятную атмосферу для гостей"
Анастасия Ремизова,1,11 февраля 2023,"Отвратительно место!!! Заказывала первый раз еду, привезли всю еду не свежую, заказала крылышки за 1900, а там было 3 маленьких крылышка. Картошку фри положили как будто со стола у кого то сгребли и отправили мне. Не советую туда ходить🤢"
Канатали Такиров,5,3 февраля 2023,"Очень Классное заведение,вкусно готовят

Особенно обслуживание, именно Алифар официант. Внимательный отзывчивый."
Alina Askaroa,5,20 января 2023,"Отмечали день рождение с семьей. Всё очень понравилось! Еда вкусная, обслуживание хорошее👍"
Altynai Tursyn,4,16 января 2023,Всегда вкусно быстро доступно👌🏻 спасибо за обслуживание Азизе красотка 😘 это то местокуда хочется возвращаться снова и снова 👍🏻
Назерке Сансызбай,5,12 января 2023,"Бүгін осында тамақтануға келдік. Астанадан қонақтарымды алып келген едім, бәрі риза болды. Тамақтары өте дәмді, ыстық етіп алып келді. Рахмет! Ерекше алғыс Мухаметжанға қонақжайлы өз ісінің маманы екен. Рахмет! Өсе беріңіздер!!!"
Райгуль Мирова,5,9 января 2023,"Откройте пожалуйста точку в Астане . Все вкусно , порции огромные , обслуживание отличное ."
Tilek Nigmetoldin,5,8 января 2023,Өте керемет! 22 адамға банкет жасадық. Бәрі ұнады. Өте дәмді. Ұйымдастырушы әкімші Серікке мың алғыс. Даяшы Әнелге де алғысымыз шексіз. Осылай қызметті жоғары деңгейге көтере беріңіздер! Жарайсыздар! 👍
Айбар Мейрбек,5,"8 января 2023, отредактирован",Хорошая обслуживание
Asan Ermekov,5,8 января 2023,"Шафранда болдық. Нұркелді есімді
жігіт обслуживание жасады. Өте жоғары
дәрежеде қызмет көрсетті. Бәрі уақытылы,
тамақтары өте дәмді. Бәрі ұнады. Рахмет!!!"
Айзада Мейрбек,5,8 января 2023,"спасибо ресторану Шафран на Яссауи всё было очень вкусно, отдельное спасибо официанту Ардақ он очень хороший официант❤"
Городская легенда,5,"7 января 2023, отредактирован","Тамағы өте тойымды,дәмді.Динара даяшы барлығын тиянақты,тез арада жеткізді😍барлығы керемет болды!"
Улан Абилкайыр,5,7 января 2023,Классное заведения.Все вкусно! Большие порции.Оргомное спасибо официантке Динара. Быстро и качественное обслуживание.Спасибо большое! Процветания и успехи ваших работах
Фариза Жолдыбаева,5,7 января 2023,Тамактары оте дамди. Бари кушти отбасымызбен жаксы отырып кайттык. Цезарь салат дамди екен соус 😍 Динара деген кызга рахмет барин жылдам акелди
Сауле Баймухаметова,5,7 января 2023,"Сегодня ужинали в вашем кафе, обслуживала нас девушка по имени Динара, сидели на тапчане, мы довольны, доброжелательная, улыбчивая, быстро обслуживает, все вкусно было, спасибо большое Динаре!!!!"
Данияр Ералиев,5,7 января 2023,Бз бугн конак болып келдк топчан унады керемет екеен тамактары оте дамли бзге кзымет Корсеткен Динарага Рахмет келеси де тагы келемз..
Лаура Бейсембекова,1,3 января 2023,"Полный бардак!!!Вчера решили посидеть семьей это было нечто!!Стаканы все ваняет,столы грязные .Обслуживание ноль !Заказали манпар не вкусный и лагман тоже не вкусный.Хотя народа мало прям зашиваются"
Эльвира Кадирова,1,2 января 2023,"Самое ужасное место. Тарелки грязные, обслуживание нулевое, администратор мямлит хуже ребенка,еда холодная ждали 40 минут , заказы записывают, а приносят совсем не по записи!!!!!! Директор данного заведения смените всех , если хотите дальше работать!"
Tonya Kkk,1,"31 декабря 2022, отредактирован","Были тут 28 декабря в 21:00, сидели в зале, было всего 4 столика. Во первых, официант сам не подходил чтобы принять заказ. Во вторых, попросили чтобы лагман сделали не острым так как бабушке нельзя острое. Принесли острый лагман, попросили переделать, принесли тот же лагман просто убрали перец. В третьих, заказали молочную девочку, ждали 15 минут. А десерт там стоит на витрине, все готовое надо просто положить и принести. Подождав 15 минут заказали такси и уехали. Полное разочарование, столы и приборы грязные, сервиса нет. Не советую тут кушать, самый ужасный филиал!"
Зухра Джумабекова,5,28 декабря 2022,"""Шафран "" Кафеси Администрациясына үлкен Рахмет..Ужымдарынызга Баринизге Сәттилик тилеймиз.. Сиздерде өте жоғары деңгейде демалысты откизип келдик..Өте жаксы тағамдар да дамди даыйндалган..Жаңа Жылда келе жаткан 2023. Табыстарыныз мол болсын.❤️🤲 Бакытты Даулетти болыңыздар.❤️❤️❤️❤️❤️"
Айшагүл Бек,2,"28 декабря 2022, отредактирован",Все вкусно
*Анастасия *,1,23 декабря 2022,Ужасное обслуживание. Персонал свою работу не выполняет и не знает меню. К посетителям относятся как к пустому месту. Осталось крайне негативное мнение о данном заведении. Однозначно больше туда не пойду
Аяулым Султан,5,19 декабря 2022,Цомяндары күшті 🥹😍
Mehriban Tazhimbetova,3,17 декабря 2022,"Еда были очень вкусные и горячие, все понравилось, мы были на тапчанах, тапчаны тоже теплые спасибо вам, теперь буду чаще кушать у вас😍"
Рахат Аманжолов,5,17 декабря 2022,"Тамактары оте дамди, бугин тапчанда болдык, Аружан деген официант кызмет корсетти, барлыгын ыстыктай алып келди, жиы келип турамыз😊"
Нуркелди Беглиллаев,5,17 декабря 2022,Тағамдары өте дәмді. Офицанттар уақытылы түрде жұмыс жасайды. Салаттары өте дәмді.
Shingis Tashmetov,5,"17 декабря 2022, отредактирован","Шафран кафесі барлық жағынан көңіл толтырарлық. Қандай тағамы болмасын өте керемет жасайды екен. Бүгін ағайын туысымыз бен барып жақсы отырыс болды. Әсіресе даяшылардың қызметі өте керемет. Ұқыпты,сыпайы,таза жәнеде өте жылдам шығарып берді. Шафран кафесінен тамақтануға кеңес беремін."
